,Nome,Sobrenome,Sexo,CPF,Idade,ID_Produto,Produto,Quantidade,Valor_Unitario,Total_Compra,Imposto_Produto,Cidade,Estado,Pais,Data,Forma_Pagamento
719,Josué,Barbosa,Masculino,480.932.176-22,53,02,Smartphone,3,2000.0,6000.0,600.0,Fonseca,SP,Brasil,2024-08-18,Credito
720,Yasmin,Viana,Feminino,584.273.910-05,21,03,Tablet,1,3000.0,3000.0,300.0,Montenegro,SC,Brasil,2024-03-05,Especie
721,Kevin,Caldeira,Masculino,893.764.051-10,32,10,Suporte Monitor,1,150.0,150.0,15.0,Cunha da Serra,GO,Brasil,2024-12-29,Credito
722,Liz,Nascimento,Feminino,617.092.845-01,37,09,Cadeira Gamer,2,900.0,1800.0,180.0,Rezende,PI,Brasil,2024-01-25,Credito
723,Benício,da Mota,Masculino,750.649.823-56,50,06,Teclado,3,200.0,600.0,60.0,Marques,GO,Brasil,2024-03-28,Especie
724,Vitor,Borges,Masculino,582.391.064-98,28,05,Monitor,3,950.0,2850.0,285.0,Campos,PB,Brasil,2024-11-25,Especie
725,Luiz Otávio,Leão,Masculino,379.258.601-03,46,07,Mouse,1,80.0,80.0,8.0,da Rocha de Almeida,RO,Brasil,2024-05-15,PIX
726,Luiz Miguel,Sales,Masculino,256.089.731-86,44,04,Impressora,3,800.0,2400.0,240.0,Castro,ES,Brasil,2024-08-29,PIX
727,Mariah,Moura,Feminino,950.248.173-97,23,02,Smartphone,2,2000.0,4000.0,400.0,Aragão,RO,Brasil,2024-08-24,PIX
728,Yago,Moraes,Masculino,786.329.451-73,36,02,Smartphone,3,2000.0,6000.0,600.0,Carvalho,MT,Brasil,2024-11-16,Credito
729,Maysa,Siqueira,Feminino,079.632.548-00,28,02,Smartphone,2,2000.0,4000.0,400.0,Vasconcelos de Souza,SP,Brasil,2024-09-18,Credito
730,Bruna,Pimenta,Feminino,584.607.239-92,43,04,Impressora,1,800.0,800.0,80.0,Guerra Alegre,PI,Brasil,2024-10-03,Credito
731,Yago,Souza,Masculino,018.754.329-14,59,01,Notebook,3,3500.0,10500.0,1050.0,Monteiro Grande,SC,Brasil,2024-05-04,Especie
732,Anna Liz,Sá,Feminino,978.236.540-83,58,04,Impressora,1,800.0,800.0,80.0,Correia,PE,Brasil,2024-06-25,PIX
733,Anna Liz,Castro,Feminino,152.908.734-14,50,06,Teclado,1,200.0,200.0,20.0,Martins,DF,Brasil,2024-01-24,Credito
734,Augusto,Cardoso,Masculino,560.479.321-34,21,05,Monitor,1,950.0,950.0,95.0,Teixeira da Mata,TO,Brasil,2024-01-02,Debito
735,Carlos Eduardo,Guerra,Masculino,837.429.106-04,28,10,Suporte Monitor,3,150.0,450.0,45.0,Cunha,PE,Brasil,2024-03-04,PIX
736,Ana Júlia,Campos,Feminino,214.890.653-42,49,02,Smartphone,1,2000.0,2000.0,200.0,Souza de Vargas,PR,Brasil,2024-07-24,Especie
737,Yan,Ramos,Masculino,832.057.649-00,44,03,Tablet,3,3000.0,9000.0,900.0,Abreu da Prata,GO,Brasil,2024-05-25,PIX
738,Rodrigo,Vargas,Masculino,640.189.752-01,50,05,Monitor,3,950.0,2850.0,285.0,Montenegro da Mata,BA,Brasil,2024-05-17,Especie
739,Maria Júlia,Novaes,Feminino,613.479.280-22,53,05,Monitor,1,950.0,950.0,95.0,Fernandes,MT,Brasil,2024-04-05,Especie
740,Luiz Gustavo,Barros,Masculino,972.063.418-96,24,10,Suporte Monitor,1,150.0,150.0,15.0,Sá Paulista,MG,Brasil,2024-09-15,Credito
741,Isadora,Garcia,Feminino,125.396.048-89,40,03,Tablet,1,3000.0,3000.0,300.0,Sousa,RJ,Brasil,2024-02-09,PIX
742,Leandro,Casa Grande,Masculino,897.523.061-95,35,04,Impressora,2,800.0,1600.0,160.0,Costela do Campo,CE,Brasil,2024-01-27,Especie
743,Vicente,Rios,Masculino,816.752.409-49,26,09,Cadeira Gamer,1,900.0,900.0,90.0,Almeida,MA,Brasil,2024-03-19,Debito
744,Luísa,Guerra,Feminino,039.764.581-39,39,02,Smartphone,1,2000.0,2000.0,200.0,da Cunha,MA,Brasil,2024-09-22,PIX
745,Renan,Novaes,Masculino,906.381.724-03,23,04,Impressora,2,800.0,1600.0,160.0,Rezende do Sul,RO,Brasil,2024-02-09,Debito
746,Samuel,da Mata,Masculino,143.509.728-97,42,02,Smartphone,2,2000.0,4000.0,400.0,Melo da Praia,TO,Brasil,2024-06-18,Credito
747,Liam,Mendonça,Masculino,075.283.916-03,51,06,Teclado,2,200.0,400.0,40.0,Garcia,CE,Brasil,2024-06-22,PIX
748,Gabrielly,Mendonça,Feminino,045.376.821-08,39,06,Teclado,2,200.0,400.0,40.0,Rodrigues da Serra,MA,Brasil,2024-09-15,Debito
749,Cauê,Novais,Masculino,682.971.435-46,26,08,HeadSet,1,250.0,250.0,25.0,Rocha,MA,Brasil,2024-02-27,Especie
750,Leandro,Gonçalves,Masculino,670.513.824-62,30,03,Tablet,3,3000.0,9000.0,900.0,Mendonça das Pedras,SE,Brasil,2024-02-08,Credito
751,Ravi,Cirino,Masculino,504.983.172-50,30,09,Cadeira Gamer,2,900.0,1800.0,180.0,Machado de Sousa,MT,Brasil,2024-11-20,Debito
752,Heloísa,Duarte,Feminino,234.960.158-70,23,10,Suporte Monitor,1,150.0,150.0,15.0,Oliveira de Farias,RJ,Brasil,2024-05-29,Credito
753,Breno,Caldeira,Masculino,428.507.139-88,60,10,Suporte Monitor,2,150.0,300.0,30.0,Vargas de Goiás,CE,Brasil,2024-07-10,Credito
754,Bruna,Borges,Feminino,417.390.628-50,57,05,Monitor,3,950.0,2850.0,285.0,das Neves,MG,Brasil,2024-03-08,Especie
755,Maria Sophia,Marques,Feminino,142.308.965-06,19,01,Notebook,1,3500.0,3500.0,350.0,Novaes,PE,Brasil,2024-07-29,Especie
756,Eduarda,Dias,Feminino,285.761.094-76,36,10,Suporte Monitor,2,150.0,300.0,30.0,Casa Grande,RO,Brasil,2024-06-14,Debito
757,Manuela,Sales,Feminino,983.152.704-60,32,01,Notebook,1,3500.0,3500.0,350.0,Correia de Moura,GO,Brasil,2024-08-29,PIX
758,Isaque,Fonseca,Masculino,926.407.153-99,49,03,Tablet,3,3000.0,9000.0,900.0,Machado do Oeste,PE,Brasil,2024-11-29,Credito
759,José Pedro,Caldeira,Masculino,174.683.952-09,36,01,Notebook,2,3500.0,7000.0,700.0,Lopes do Norte,AC,Brasil,2024-12-22,Debito
760,Alana,Moraes,Feminino,350.981.267-03,42,09,Cadeira Gamer,3,900.0,2700.0,270.0,Lopes,MS,Brasil,2024-07-26,Credito
761,Kamilly,Martins,Feminino,897.645.203-83,49,07,Mouse,2,80.0,160.0,16.0,Rocha de Cassiano,SP,Brasil,2024-10-10,Debito
762,Evelyn,da Costa,Feminino,196.743.825-00,33,06,Teclado,2,200.0,400.0,40.0,Carvalho de Siqueira,MA,Brasil,2024-12-15,Especie
763,Isaque,Santos,Masculino,075.183.264-26,47,05,Monitor,2,950.0,1900.0,190.0,Aparecida Grande,MT,Brasil,2024-07-05,Credito
764,Bento,Pires,Masculino,397.526.081-59,55,05,Monitor,3,950.0,2850.0,285.0,Sá,DF,Brasil,2024-11-18,PIX
765,Yan,Ramos,Masculino,312.908.754-05,47,02,Smartphone,2,2000.0,4000.0,400.0,Martins Paulista,RS,Brasil,2024-03-08,PIX
766,Emanuelly,Alves,Feminino,257.910.643-06,18,01,Notebook,3,3500.0,10500.0,1050.0,Sá,SP,Brasil,2024-08-24,PIX
767,Luara,Gomes,Feminino,049.357.268-65,32,02,Smartphone,1,2000.0,2000.0,200.0,Machado,AL,Brasil,2024-01-28,Credito
768,Isadora,Vargas,Feminino,913.257.806-77,31,07,Mouse,1,80.0,80.0,8.0,Souza da Prata,SC,Brasil,2024-01-08,Especie
769,Eloah,Lopes,Feminino,097.846.351-00,31,08,HeadSet,1,250.0,250.0,25.0,Porto do Galho,SP,Brasil,2024-09-04,Especie
770,Ana Liz,Vieira,Feminino,946.238.015-51,18,01,Notebook,2,3500.0,7000.0,700.0,Brito,PB,Brasil,2024-12-23,PIX
771,Breno,da Paz,Masculino,750.163.928-03,26,05,Monitor,2,950.0,1900.0,190.0,Souza da Prata,MT,Brasil,2024-02-25,Especie
772,Cauê,Azevedo,Masculino,706.814.593-01,42,04,Impressora,3,800.0,2400.0,240.0,Sampaio do Galho,SE,Brasil,2024-06-17,Credito
773,Benjamin,Martins,Masculino,496.015.287-76,47,06,Teclado,2,200.0,400.0,40.0,Cassiano,RS,Brasil,2024-09-17,Credito
774,Henry Gabriel,Novaes,Masculino,187.365.920-21,51,07,Mouse,2,80.0,160.0,16.0,Porto,RJ,Brasil,2024-03-08,Credito
775,Isis,Duarte,Feminino,823.410.576-08,18,04,Impressora,1,800.0,800.0,80.0,Pinto,MG,Brasil,2024-10-05,Especie
776,Milena,Ribeiro,Feminino,592.678.013-68,29,03,Tablet,2,3000.0,6000.0,600.0,Cavalcanti,PA,Brasil,2024-02-28,Debito
777,Yuri,Guerra,Masculino,425.608.197-67,50,02,Smartphone,3,2000.0,6000.0,600.0,da Mata,AM,Brasil,2024-03-18,PIX
778,Felipe,Cavalcante,Masculino,781.056.493-57,22,07,Mouse,3,80.0,240.0,24.0,Cassiano do Campo,PB,Brasil,2024-06-18,Credito
779,Igor,Andrade,Masculino,026.419.385-70,35,08,HeadSet,3,250.0,750.0,75.0,Camargo da Mata,RS,Brasil,2024-05-26,Especie
780,Henry,da Mota,Masculino,409.827.536-83,41,09,Cadeira Gamer,2,900.0,1800.0,180.0,Castro,ES,Brasil,2024-04-25,PIX
781,Davi Miguel,da Rosa,Masculino,825.306.149-89,21,10,Suporte Monitor,1,150.0,150.0,15.0,Azevedo das Flores,AL,Brasil,2024-01-29,Debito
782,Rhavi,Albuquerque,Masculino,914.067.325-16,49,03,Tablet,1,3000.0,3000.0,300.0,Mendonça,MT,Brasil,2024-05-29,Especie
783,Luiz Felipe,Ramos,Masculino,586.142.793-37,21,04,Impressora,2,800.0,1600.0,160.0,da Rosa da Serra,RJ,Brasil,2024-01-03,Debito
784,Zoe,da Cruz,Feminino,857.936.420-56,41,10,Suporte Monitor,2,150.0,300.0,30.0,Pires,AM,Brasil,2024-04-29,Debito
785,Dom,Castro,Masculino,145.806.273-26,43,10,Suporte Monitor,3,150.0,450.0,45.0,Lopes,SE,Brasil,2024-02-07,Credito
786,Bárbara,Novaes,Feminino,437.182.095-60,32,02,Smartphone,1,2000.0,2000.0,200.0,Gomes,PR,Brasil,2024-06-10,Credito
787,Ana Lívia,Duarte,Feminino,153.278.906-86,47,04,Impressora,1,800.0,800.0,80.0,Cassiano,AC,Brasil,2024-08-31,Credito
788,Felipe,Ribeiro,Masculino,169.308.472-40,51,10,Suporte Monitor,2,150.0,300.0,30.0,Rodrigues,RN,Brasil,2024-10-11,PIX
789,Arthur Miguel,Freitas,Masculino,780.391.524-88,34,03,Tablet,3,3000.0,9000.0,900.0,Martins Alegre,RR,Brasil,2024-03-31,Debito
790,Luiz Otávio,Leão,Masculino,593.104.827-88,30,02,Smartphone,3,2000.0,6000.0,600.0,Aragão de Souza,AP,Brasil,2024-01-08,Credito
791,Marcos Vinicius,Gonçalves,Masculino,836.972.014-50,52,05,Monitor,2,950.0,1900.0,190.0,Lima do Sul,RS,Brasil,2024-07-13,Credito
792,Catarina,Silveira,Feminino,690.518.724-02,31,01,Notebook,2,3500.0,7000.0,700.0,Porto da Mata,AM,Brasil,2024-06-04,Especie
793,Ravi,Casa Grande,Masculino,162.489.570-02,51,03,Tablet,3,3000.0,9000.0,900.0,Monteiro,PA,Brasil,2024-01-26,Debito
794,Maria Luiza,Mendonça,Feminino,978.351.062-21,38,10,Suporte Monitor,1,150.0,150.0,15.0,Garcia,MG,Brasil,2024-04-19,PIX
795,Pedro Lucas,Sales,Masculino,145.730.928-97,25,10,Suporte Monitor,1,150.0,150.0,15.0,da Paz,AM,Brasil,2024-09-25,Credito
796,João Gabriel,Mendonça,Masculino,438.620.917-40,29,04,Impressora,2,800.0,1600.0,160.0,Melo,RN,Brasil,2024-10-07,Credito
797,Catarina,Garcia,Feminino,654.327.091-80,40,05,Monitor,2,950.0,1900.0,190.0,Costela da Praia,AC,Brasil,2024-10-02,Debito
798,Eloá,Cirino,Feminino,218.345.690-60,42,09,Cadeira Gamer,2,900.0,1800.0,180.0,Mendonça,AM,Brasil,2024-06-26,Especie
799,Maria Cecília,Silva,Feminino,480.971.532-97,28,01,Notebook,3,3500.0,10500.0,1050.0,Pereira,SE,Brasil,2024-07-12,Debito
800,Juan,da Paz,Masculino,946.872.053-56,37,07,Mouse,2,80.0,160.0,16.0,Lopes de Moura,PE,Brasil,2024-09-30,Credito
801,Cauê,Barbosa,Masculino,760.328.945-92,18,03,Tablet,3,3000.0,9000.0,900.0,Barbosa das Flores,PB,Brasil,2024-01-20,Debito
802,Joana,Alves,Feminino,784.659.023-56,46,07,Mouse,2,80.0,160.0,16.0,Barros do Campo,PR,Brasil,2024-12-09,Debito
803,Maria,Guerra,Feminino,298.517.036-21,27,10,Suporte Monitor,3,150.0,450.0,45.0,Alves,SP,Brasil,2024-07-22,Credito
804,Matheus,Albuquerque,Masculino,438.195.762-82,39,02,Smartphone,1,2000.0,2000.0,200.0,Aragão de Camargo,MS,Brasil,2024-08-07,Especie
805,Aurora,Marques,Feminino,564.309.781-84,43,08,HeadSet,1,250.0,250.0,25.0,Sá dos Dourados,DF,Brasil,2024-08-30,Credito
806,Antony,Mendes,Masculino,038.471.629-69,53,06,Teclado,1,200.0,200.0,20.0,Duarte do Oeste,SP,Brasil,2024-04-06,Debito
807,Mathias,da Luz,Masculino,864.291.305-33,43,02,Smartphone,2,2000.0,4000.0,400.0,Lima,RN,Brasil,2024-11-09,Credito
808,Allana,Araújo,Feminino,281.659.374-64,51,02,Smartphone,1,2000.0,2000.0,200.0,Correia de Silveira,PR,Brasil,2024-07-18,Especie
809,Paulo,Siqueira,Masculino,935.024.761-52,18,02,Smartphone,1,2000.0,2000.0,200.0,da Rosa de Sousa,DF,Brasil,2024-07-15,Debito
810,Joaquim,Andrade,Masculino,567.392.801-77,19,10,Suporte Monitor,1,150.0,150.0,15.0,Pereira,AC,Brasil,2024-09-06,PIX
811,Luiz Henrique,Azevedo,Masculino,982.136.047-50,49,07,Mouse,3,80.0,240.0,24.0,Moura de Rodrigues,RN,Brasil,2024-07-19,Debito
812,Ísis,Barros,Feminino,319.480.672-69,57,05,Monitor,1,950.0,950.0,95.0,Abreu,MA,Brasil,2024-10-18,Especie
813,Carolina,Cirino,Feminino,420.568.139-98,47,10,Suporte Monitor,2,150.0,300.0,30.0,Gonçalves dos Dourados,MG,Brasil,2024-02-26,Debito
814,Maya,Silveira,Feminino,362.487.905-74,23,04,Impressora,1,800.0,800.0,80.0,Aparecida,MS,Brasil,2024-02-25,Especie
815,Emanuelly,Costela,Feminino,093.725.164-06,36,01,Notebook,3,3500.0,10500.0,1050.0,Cirino de Aragão,DF,Brasil,2024-10-28,Credito
816,Julia,Pimenta,Feminino,387.105.246-90,58,01,Notebook,2,3500.0,7000.0,700.0,Cavalcante das Flores,PA,Brasil,2024-12-24,Especie
817,Luiz Felipe,Correia,Masculino,289.345.106-33,35,03,Tablet,2,3000.0,6000.0,600.0,Andrade dos Dourados,SP,Brasil,2024-01-21,PIX
818,Mariane,Fernandes,Feminino,856.721.394-00,48,04,Impressora,1,800.0,800.0,80.0,Almeida do Sul,GO,Brasil,2024-11-07,Debito
819,Luigi,Casa Grande,Masculino,285.793.140-97,21,05,Monitor,2,950.0,1900.0,190.0,Gomes de Minas,PE,Brasil,2024-11-22,PIX
820,Luiz Otávio,Sales,Masculino,076.142.958-11,39,03,Tablet,2,3000.0,6000.0,600.0,Casa Grande do Galho,SE,Brasil,2024-09-15,Debito
821,João Lucas,Nunes,Masculino,687.354.921-55,27,02,Smartphone,3,2000.0,6000.0,600.0,Rezende,MS,Brasil,2024-05-11,Debito
822,Ravi,Novais,Masculino,846.397.120-22,35,06,Teclado,3,200.0,600.0,60.0,Pires da Praia,SE,Brasil,2024-05-16,Credito
823,Maria Júlia,Andrade,Feminino,615.938.274-82,56,04,Impressora,3,800.0,2400.0,240.0,da Rosa,MS,Brasil,2024-02-10,Credito
824,Vinícius,Caldeira,Masculino,451.867.290-94,58,06,Teclado,2,200.0,400.0,40.0,da Cunha do Norte,MA,Brasil,2024-04-03,Credito
825,Maria Clara,Casa Grande,Feminino,530.964.187-48,60,05,Monitor,2,950.0,1900.0,190.0,Rios,SP,Brasil,2024-12-30,Credito
826,Maria Laura,Castro,Feminino,638.940.251-15,40,09,Cadeira Gamer,2,900.0,1800.0,180.0,Ferreira da Prata,SC,Brasil,2024-12-27,Debito
827,Antônio,Montenegro,Masculino,254.678.931-73,50,08,HeadSet,1,250.0,250.0,25.0,Sampaio,MA,Brasil,2024-09-21,Especie
828,Thales,Barbosa,Masculino,097.186.345-84,51,01,Notebook,1,3500.0,3500.0,350.0,Freitas de Camargo,ES,Brasil,2024-12-04,PIX
829,Yago,Pereira,Masculino,039.612.785-12,44,10,Suporte Monitor,2,150.0,300.0,30.0,Gonçalves,GO,Brasil,2024-08-02,Credito
830,Isabella,Pires,Feminino,178.234.906-50,19,05,Monitor,3,950.0,2850.0,285.0,Cavalcanti,SC,Brasil,2024-05-16,Especie
831,Yuri,das Neves,Masculino,568.432.710-90,34,04,Impressora,1,800.0,800.0,80.0,Fogaça do Amparo,TO,Brasil,2024-08-28,Especie
832,Ana Liz,Mendes,Feminino,893.402.751-79,20,01,Notebook,3,3500.0,10500.0,1050.0,Cardoso,RS,Brasil,2024-04-19,Especie
833,Rodrigo,da Rocha,Masculino,465.708.921-85,52,05,Monitor,1,950.0,950.0,95.0,Camargo,AC,Brasil,2024-11-23,Credito
834,Milena,Ramos,Feminino,129.035.684-05,30,04,Impressora,1,800.0,800.0,80.0,Albuquerque do Norte,AM,Brasil,2024-06-16,Debito
835,Joaquim,Machado,Masculino,762.149.835-82,47,02,Smartphone,3,2000.0,6000.0,600.0,Pires Grande,MA,Brasil,2024-05-04,PIX
836,Ayla,Gomes,Feminino,167.308.549-01,52,06,Teclado,3,200.0,600.0,60.0,da Luz Grande,PR,Brasil,2024-09-02,Debito
837,Julia,Peixoto,Feminino,983.457.026-00,33,01,Notebook,1,3500.0,3500.0,350.0,Guerra das Flores,SP,Brasil,2024-10-02,Debito
838,Luiz Henrique,das Neves,Masculino,940.168.273-96,59,01,Notebook,3,3500.0,10500.0,1050.0,Novaes do Galho,MG,Brasil,2024-04-23,Credito
839,Sarah,Brito,Feminino,237.948.651-46,22,08,HeadSet,3,250.0,750.0,75.0,Casa Grande,AL,Brasil,2024-02-28,Debito
840,Gael Henrique,Mendonça,Masculino,395.416.720-43,43,07,Mouse,1,80.0,80.0,8.0,Pereira da Serra,AM,Brasil,2024-01-08,Credito
841,Alice,Sá,Feminino,325.749.806-38,26,02,Smartphone,1,2000.0,2000.0,200.0,da Rosa das Pedras,ES,Brasil,2024-02-16,PIX
842,Ravi Lucca,Camargo,Masculino,986.430.125-05,34,01,Notebook,3,3500.0,10500.0,1050.0,Machado,SP,Brasil,2024-03-05,Debito
843,Anna Liz,Pacheco,Feminino,695.431.027-16,35,07,Mouse,2,80.0,160.0,16.0,Pacheco,SP,Brasil,2024-06-11,Credito
844,Mateus,Aragão,Masculino,573.804.926-83,34,07,Mouse,1,80.0,80.0,8.0,Caldeira,AM,Brasil,2024-04-29,Credito
845,Thomas,Freitas,Masculino,475.809.132-32,28,10,Suporte Monitor,1,150.0,150.0,15.0,Nascimento de Sampaio,PR,Brasil,2024-01-16,Especie
846,Joana,Gonçalves,Feminino,430.859.276-38,34,01,Notebook,3,3500.0,10500.0,1050.0,Alves,PA,Brasil,2024-09-10,Debito
847,Lucca,Jesus,Masculino,952.638.170-02,42,08,HeadSet,3,250.0,750.0,75.0,das Neves,GO,Brasil,2024-12-04,Especie
848,Caleb,Monteiro,Masculino,548.306.197-75,38,08,HeadSet,2,250.0,500.0,50.0,Azevedo de Fernandes,AL,Brasil,2024-05-08,Especie
849,Beatriz,Andrade,Feminino,038.192.765-21,47,04,Impressora,2,800.0,1600.0,160.0,das Neves,PA,Brasil,2024-10-03,Debito
850,Clarice,Rocha,Feminino,540.378.621-07,59,07,Mouse,3,80.0,240.0,24.0,Freitas,CE,Brasil,2024-11-10,PIX
851,Ágatha,Fonseca,Feminino,678.592.430-83,51,06,Teclado,2,200.0,400.0,40.0,Lopes de Carvalho,ES,Brasil,2024-08-04,Debito
852,Antony,Azevedo,Masculino,189.027.635-95,56,04,Impressora,3,800.0,2400.0,240.0,Oliveira,RN,Brasil,2024-04-25,Especie
853,Valentina,Nogueira,Feminino,163.285.409-06,19,05,Monitor,3,950.0,2850.0,285.0,Aragão das Flores,MS,Brasil,2024-09-13,PIX
854,Thomas,da Cruz,Masculino,372.504.986-65,29,08,HeadSet,1,250.0,250.0,25.0,Lopes de Gonçalves,MG,Brasil,2024-01-17,PIX
855,Marcela,Marques,Feminino,056.382.417-44,57,06,Teclado,2,200.0,400.0,40.0,Duarte dos Dourados,GO,Brasil,2024-11-01,PIX
856,Vitor Hugo,Barros,Masculino,168.790.425-11,53,01,Notebook,1,3500.0,3500.0,350.0,Nunes,SE,Brasil,2024-12-20,Especie
857,Noah,Silva,Masculino,973.215.684-82,55,08,HeadSet,2,250.0,500.0,50.0,Correia Verde,SP,Brasil,2024-01-06,Credito
858,Lavínia,Vieira,Feminino,419.275.038-41,35,10,Suporte Monitor,3,150.0,450.0,45.0,Camargo de Brito,GO,Brasil,2024-11-01,PIX
859,Miguel,Vieira,Masculino,026.159.783-30,41,04,Impressora,2,800.0,1600.0,160.0,Pires de Oliveira,RR,Brasil,2024-06-28,Especie
860,Davi Lucas,Camargo,Masculino,407.893.651-20,50,07,Mouse,2,80.0,160.0,16.0,Macedo Paulista,AC,Brasil,2024-12-21,Credito
861,Antony,Teixeira,Masculino,375.028.946-83,51,10,Suporte Monitor,2,150.0,300.0,30.0,Leão Grande,SP,Brasil,2024-07-16,PIX
862,Mariana,Casa Grande,Feminino,436.598.710-01,41,06,Teclado,1,200.0,200.0,20.0,Andrade dos Dourados,PR,Brasil,2024-03-19,Especie
863,Nicolas,Brito,Masculino,847.531.962-91,41,01,Notebook,1,3500.0,3500.0,350.0,Moreira,RS,Brasil,2024-02-07,Especie
864,Melina,Nascimento,Feminino,214.780.563-71,56,06,Teclado,1,200.0,200.0,20.0,Fernandes,BA,Brasil,2024-09-08,Especie
865,Ana,da Cunha,Feminino,276.081.945-02,56,09,Cadeira Gamer,1,900.0,900.0,90.0,Vargas,RS,Brasil,2024-06-15,Especie
866,Zoe,Barbosa,Feminino,879.504.162-11,23,01,Notebook,3,3500.0,10500.0,1050.0,Sampaio Grande,AM,Brasil,2024-11-09,Especie
867,Luiz Gustavo,Martins,Masculino,921.586.403-24,23,04,Impressora,2,800.0,1600.0,160.0,Aparecida de Campos,PI,Brasil,2024-11-07,Debito
868,Melissa,Silva,Feminino,415.769.802-94,35,07,Mouse,1,80.0,80.0,8.0,Jesus,RS,Brasil,2024-12-03,Credito
869,Nathan,Aragão,Masculino,094.153.687-48,20,01,Notebook,1,3500.0,3500.0,350.0,da Rosa,RN,Brasil,2024-07-24,Especie
870,Brenda,Carvalho,Feminino,921.675.084-76,46,04,Impressora,3,800.0,2400.0,240.0,Vieira,RO,Brasil,2024-05-28,Especie
871,Antonella,Nunes,Feminino,863.140.725-90,24,08,HeadSet,3,250.0,750.0,75.0,Cunha de Leão,PB,Brasil,2024-12-11,Especie
872,Emanuelly,Sales,Feminino,426.098.135-89,37,07,Mouse,2,80.0,160.0,16.0,Moraes,PI,Brasil,2024-10-25,Debito
873,Isis,Moura,Feminino,920.817.643-69,34,01,Notebook,1,3500.0,3500.0,350.0,da Rosa,DF,Brasil,2024-10-16,Credito
874,Pedro Henrique,Aparecida,Masculino,192.460.758-11,36,01,Notebook,1,3500.0,3500.0,350.0,Vasconcelos,AM,Brasil,2024-09-13,Debito
875,Augusto,Campos,Masculino,438.106.925-06,45,03,Tablet,2,3000.0,6000.0,600.0,da Costa,DF,Brasil,2024-09-20,Debito
876,Emilly,Aparecida,Feminino,605.183.924-06,57,03,Tablet,2,3000.0,6000.0,600.0,Abreu do Sul,RO,Brasil,2024-10-29,Especie
877,Ana Carolina,Sales,Feminino,409.715.386-20,52,10,Suporte Monitor,1,150.0,150.0,15.0,da Cruz,PI,Brasil,2024-11-12,Debito
878,Nicolas,Marques,Masculino,269.840.135-42,32,08,HeadSet,3,250.0,750.0,75.0,Fernandes Paulista,RO,Brasil,2024-04-05,PIX
879,João Felipe,Sales,Masculino,347.906.521-06,56,05,Monitor,1,950.0,950.0,95.0,Pereira do Sul,PB,Brasil,2024-02-29,Especie
880,Marina,Brito,Feminino,940.863.257-56,60,01,Notebook,3,3500.0,10500.0,1050.0,da Mata,SP,Brasil,2024-08-02,Debito
881,Melina,da Luz,Feminino,869.075.134-39,40,09,Cadeira Gamer,1,900.0,900.0,90.0,Pinto do Norte,PE,Brasil,2024-11-16,Credito
882,Isabelly,Campos,Feminino,129.064.378-40,57,10,Suporte Monitor,2,150.0,300.0,30.0,Rocha do Sul,PA,Brasil,2024-03-05,Debito
883,Luiz Felipe,Barros,Masculino,781.623.405-80,34,08,HeadSet,1,250.0,250.0,25.0,Correia de Costa,MS,Brasil,2024-09-10,PIX
884,Luan,Fogaça,Masculino,937.856.401-10,37,10,Suporte Monitor,2,150.0,300.0,30.0,da Cruz do Campo,DF,Brasil,2024-05-06,PIX
885,Isabelly,da Conceição,Feminino,231.468.759-00,47,03,Tablet,2,3000.0,6000.0,600.0,Fernandes,GO,Brasil,2024-10-07,Credito
886,Allana,Montenegro,Feminino,801.453.276-71,40,07,Mouse,2,80.0,160.0,16.0,Castro de Goiás,BA,Brasil,2024-05-01,Debito
887,Enrico,Lima,Masculino,293.057.641-34,41,09,Cadeira Gamer,3,900.0,2700.0,270.0,das Neves dos Dourados,MG,Brasil,2024-12-02,Especie
888,Sophie,Cunha,Feminino,604.827.593-56,20,06,Teclado,2,200.0,400.0,40.0,Marques,DF,Brasil,2024-08-13,PIX
889,Melissa,Rezende,Feminino,961.430.857-57,54,01,Notebook,3,3500.0,10500.0,1050.0,da Costa,PE,Brasil,2024-03-23,Especie
890,Luiz Miguel,Ribeiro,Masculino,826.571.430-08,44,06,Teclado,1,200.0,200.0,20.0,Almeida dos Dourados,RN,Brasil,2024-08-28,Especie
891,Gabrielly,Teixeira,Feminino,164.238.750-90,51,03,Tablet,3,3000.0,9000.0,900.0,Vargas,SE,Brasil,2024-11-17,Debito
892,Vitor,Lopes,Masculino,734.589.061-93,57,06,Teclado,2,200.0,400.0,40.0,Jesus,RS,Brasil,2024-04-28,Credito
893,Heloisa,Monteiro,Feminino,046.395.827-65,18,04,Impressora,1,800.0,800.0,80.0,Cardoso do Campo,RN,Brasil,2024-07-08,PIX
894,Miguel,Sá,Masculino,305.248.716-71,48,08,HeadSet,1,250.0,250.0,25.0,Castro,MT,Brasil,2024-05-12,Especie
895,Lara,Rios,Feminino,421.073.865-44,23,09,Cadeira Gamer,2,900.0,1800.0,180.0,Rodrigues do Amparo,RS,Brasil,2024-08-02,Credito
896,Luan,da Luz,Masculino,983.450.267-29,41,10,Suporte Monitor,1,150.0,150.0,15.0,Leão,MG,Brasil,2024-05-16,PIX
897,Isabelly,da Mota,Feminino,578.601.932-21,60,02,Smartphone,1,2000.0,2000.0,200.0,Pinto de Abreu,PI,Brasil,2024-02-15,Especie
898,Jade,Novaes,Feminino,280.539.167-59,49,01,Notebook,2,3500.0,7000.0,700.0,Aragão,RO,Brasil,2024-02-23,Credito
